FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
132051                                                                    (URL_of_Anchor_greater_than_%67_Anchor, port_Port_Standard, Favicon_Favicon_Internal)  (Result_Phishing)            0.226142            0.443057  0.223609    0.988800  2.231765               1.0  0.123415   49.727014       0.713211  0.501827   0.979890    0.746748  0.706430        0.504696        0.988800       3899.275745
132060                                                                      (Iframe_No_IFrame, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.225871            0.443057  0.223338    0.988787  2.231734               1.0  0.123264   49.667342       0.712953  0.501218   0.979866    0.746435  0.705996        0.504083        0.988787       3893.039381
131445                                (URL_of_Anchor_greater_than_%67_Anchor, having_At_Symbol_no_@_symbol, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.209498            0.443057  0.207146    0.988774  2.231706               1.0  0.114326   49.610730       0.698179  0.465069   0.979843    0.728156  0.679918        0.467538        0.988774       3535.891955
130106          (double_slash_redirecting_last_position_less_than_7, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.225599            0.443057  0.223066    0.988773  2.231704               1.0  0.123113   49.607669       0.712695  0.500609   0.979842    0.746122  0.705562        0.503471        0.988773       3886.807393
131495                                                                (port_Port_Standard, having_At_Symbol_no_@_symbol, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.209317            0.443057  0.206965    0.988764  2.231684               1.0  0.114226   49.567888       0.698014  0.464663   0.979826    0.727947  0.679618        0.467129        0.988764       3531.904572
136936                                                     (SFH_Empty_or_Blank, Submitting_to_email_not_using_mail_func, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.192944            0.443057  0.190773    0.988748  2.231648               1.0  0.105288   49.498270       0.683845  0.428484   0.979797    0.709666  0.652487        0.430584        0.988748       3189.408955
138520                                    (URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, DNSRecord_Has_DNS_Record)  (Result_Phishing)            0.160742            0.443057  0.158933    0.988745  2.231641               1.0  0.087715   49.484346       0.657604  0.357259   0.979792    0.673731  0.595551        0.358718        0.988745       2555.109949
138184                                                           (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, URL_Length_long_URL)  (Result_Phishing)            0.208774            0.443057  0.206422    0.988735  2.231618               1.0  0.113923   49.439363       0.697519  0.463444   0.979773    0.727320  0.678716        0.465904        0.988735       3519.953376
134806                                                          (HTTPS_token_No_HTTPS_Token_In_Domain, Iframe_No_IFrame, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.224785            0.443057  0.222252    0.988732  2.231612               1.0  0.122660   49.428652       0.711923  0.498782   0.979769    0.745183  0.704259        0.501633        0.988732       3868.137636
133055                                                                                (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.224785            0.443057  0.222252    0.988732  2.231612               1.0  0.122660   49.428652       0.711923  0.498782   0.979769    0.745183  0.704259        0.501633        0.988732       3868.137636
137540                                                              (URL_of_Anchor_greater_than_%67_Anchor, URL_Length_long_URL, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.208684            0.443057  0.206332    0.988730  2.231607               1.0  0.113873   49.417942       0.697436  0.463241   0.979764    0.727215  0.678566        0.465700        0.988730       3517.963105
129906                            (Shortining_Service_No_Shortining, URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.224695            0.443057  0.222162    0.988728  2.231602               1.0  0.122609   49.408761       0.711838  0.498579   0.979761    0.745079  0.704114        0.501429        0.988728       3866.065641
132098                                    (URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Favicon_Favicon_Internal)  (Result_Phishing)            0.224152            0.443057  0.221619    0.988701  2.231540               1.0  0.122307   49.289417       0.711324  0.497361   0.979712    0.744452  0.703244        0.500204        0.988701       3853.643831
133175                            (popUpWidnow_No_Popup_Text_Fields, URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.224062            0.443057  0.221529    0.988696  2.231530               1.0  0.122257   49.269526       0.711238  0.497158   0.979703    0.744348  0.703099        0.500000        0.988696       3851.575221
133186                                                            (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields, RightClick_Enabled)  (Result_Phishing)            0.223971            0.443057  0.221438    0.988691  2.231520               1.0  0.122206   49.249635       0.711152  0.496955   0.979695    0.744244  0.702954        0.499796        0.988691       3849.507093
130448                                      (Page_Rank_PageRank_Low, URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar)  (Result_Phishing)            0.199910            0.443057  0.197648    0.988688  2.231512               1.0  0.109077   49.233722       0.689764  0.443835   0.979689    0.717394  0.664119        0.446100        0.988688       3332.573754
129943                               (URL_of_Anchor_greater_than_%67_Anchor, on_mouseover_onMouseOver_doesnt_Changes_Status_Bar, Redirect_Redirect_between_2-4)  (Result_Phishing)            0.223609            0.443057  0.221076    0.988673  2.231478               1.0  0.122005   49.170072       0.710810  0.496143   0.979662    0.743826  0.702373        0.498979        0.988673       3841.239407
133194                                                              (Iframe_No_IFrame, URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.223428            0.443057  0.220896    0.988664  2.231458               1.0  0.121904   49.130290       0.710639  0.495737   0.979646    0.743617  0.702082        0.498571        0.988664       3837.108457
137618                                         (double_slash_redirecting_last_position_less_than_7, URL_of_Anchor_greater_than_%67_Anchor, URL_Length_long_URL)  (Result_Phishing)            0.207237            0.443057  0.204885    0.988651  2.231429               1.0  0.113067   49.075208       0.696118  0.459992   0.979623    0.725542  0.676155        0.462434        0.988651       3486.180630
132437                                                                    (SFH_Empty_or_Blank, URL_of_Anchor_greater_than_%67_Anchor, Favicon_Favicon_Internal)  (Result_Phishing)            0.190864            0.443057  0.188693    0.988626  2.231371               1.0  0.104129   48.964533       0.682018  0.423811   0.979577    0.707257  0.648879        0.425888        0.988626       3145.490929
133204                                                      (URL_of_Anchor_greater_than_%67_Anchor, popUpWidnow_No_Popup_Text_Fields, Favicon_Favicon_Internal)  (Result_Phishing)            0.222614            0.443057  0.220081    0.988623  2.231364               1.0  0.121451   48.951273       0.709871  0.493910   0.979572    0.742678  0.700772        0.496733        0.988623       3818.543000
129580                                                                (Iframe_No_IFrame, URL_of_Anchor_greater_than_%67_Anchor, Google_Index_Indexed by Google)  (Result_Phishing)            0.221800            0.443057  0.219267    0.988581  2.231270               1.0  0.120997   48.772256       0.709104  0.492083   0.979497    0.741738  0.699460        0.494896        0.988581       3800.016432
133249                                                            (port_Port_Standard, popUpWidnow_No_Popup_Text_Fields, URL_of_Anchor_greater_than_%67_Anchor)  (Result_Phishing)            0.221348            0.443057  0.218815    0.988557  2.231217               1.0  0.120745   48.672802       0.708679  0.491068   0.979455    0.741216  0.698730        0.493875        0.988557       3789.740654
